Key,English,German
PROPQUEST_REQUESTBOX_INC_000161,Bozman wants furious matches,Boboko benötigt Furious Match.
PROPQUEST_REQUESTBOX_INC_000166,Unknown Situation (2),Unbekannte Situation - Teil 3
PROPQUEST_REQUESTBOX_INC_000167,Flaris Pang needs you to collect unknown letters.,Flaris Pang bittet dich Unknown Letter zu sammeln. Nimmst du den Auftrag an?
PROPQUEST_REQUESTBOX_INC_000172,Flaris Pang needs unknown letters again.,"Flaris Pang bittet dich, Unknown Letter zu sammeln."
PROPQUEST_REQUESTBOX_INC_000177,Delicious Sauce,Die köstliche Remantororo Sauce 
PROPQUEST_REQUESTBOX_INC_000178,Kalin needs you to collect Cardrin to make delicious sauce.,Kathrin benötigt Cardrin um Remantororo Sauce herzustellen. Nimmst du den Auftrag an?
PROPQUEST_REQUESTBOX_INC_000183,Kalin wants Cardrin.,"Kathrin benötigt Cardrin, um Remantororo Sauce herzustellen."
PROPQUEST_REQUESTBOX_INC_000188,Magic Orb,Die magischen Kugeln
PROPQUEST_REQUESTBOX_INC_000189,Martin needs Hammarble to make a Magic Orb. Will you help?,"Martin braucht Hammarble, um eine Zauberkugel herzustellen. Wirst du helfen?"
PROPQUEST_REQUESTBOX_INC_000194,Martin wants Hammarbles.,Martin benötigt Hammarble um magische Kugeln herzustellen.
PROPQUEST_REQUESTBOX_INC_000199,Mark of Bill,Bills Erfolg -Abzeichen von Bill-
PROPQUEST_REQUESTBOX_INC_000200,Bill needs you to collect Gigglande so that he can make his mark. Will you help?,"Bill braucht dich, um Gigglande einzusammeln, damit er sein Zeichen setzen kann. Wirst du ihm helfen?"
PROPQUEST_REQUESTBOX_INC_000205,Bill wants Gigglande.,Bill benötigt Gigglande.
PROPQUEST_REQUESTBOX_INC_000210,Repair Work on Saint Hall,Reparatur der Saint Morning Halle
PROPQUEST_REQUESTBOX_INC_000211,Helena needs you to collect Crescent Stones to repair Saint Hall. Will you help?,Helena benötigt Crescent Stones um die Saint Hall zu reparieren. Nimmst du den Auftrag an?
PROPQUEST_REQUESTBOX_INC_000216,Helena wants $QUEST_END_ITEM_NAME$.,Helena möchte $QUEST_END_ITEM_NAME$.
PROPQUEST_REQUESTBOX_INC_000221,Helping injured animals,Helfe den verletzten Tieren 
PROPQUEST_REQUESTBOX_INC_000222,Madrigal Animal Association needs you to collect Bobands to help their injured animals. Will you help?,Madrigal Tierschutz Verein benötigt Boband um verletzten Tieren zu helfen. Nimmst du den Auftrag an?
PROPQUEST_REQUESTBOX_INC_000227,Madrigal Animal Association wants Bobands.,Madrigal Tierschutz Verein benötigt Boband um verletzten Tieren zu helfen.
PROPQUEST_REQUESTBOX_INC_000232,Strange Collector,Ein merkwürdiger Sammler
PROPQUEST_REQUESTBOX_INC_000233,Strange Collector needs you to collect Dumblings for his collection. Will you help?,Ein seltsamer Sammler möchte Dumbring für seine Sammlung. Nimmst du den Auftrag an?
PROPQUEST_REQUESTBOX_INC_000243,For the Wife,Für die Ehefrau
PROPQUEST_REQUESTBOX_INC_000244,Mayer needs Kalin to make a present for his wife. Will you help?,Mayer möchte seiner Frau ein Geschenk machen und benötigt dafür Kalin. Nimmst du den Auftrag an?
PROPQUEST_REQUESTBOX_INC_000249,Mayer wants Kalin.,Mayer möchte seiner Frau ein Geschenk machen und benötigt dafür Kalin.
PROPQUEST_REQUESTBOX_INC_000254,Weak Heart,Schwaches Herz 
PROPQUEST_REQUESTBOX_INC_000255,Helena needs clock hearts to make a new heart for her sick brother. Will you help?,Helena benötigt Clockheart um ein neues Herz für ihren kranken Bruder zu machen. Nimmst du den Auftrag an?
PROPQUEST_REQUESTBOX_INC_000265,Devil Marble,Marmor des Teufels
PROPQUEST_REQUESTBOX_INC_000266,Bill needs Tomb Marbles to make the Devil Marble. Will you help?,"Bill benötigt Tombmarble um den besten Marmor zu machen, Marmor des Teufels. Nimmst du den Auftrag an?"
PROPQUEST_REQUESTBOX_INC_000271,Bill wants Tomb Marbles.,"Bill benötigt Tombmarbles um den besten Marmor zu machen, Marmor des Teufels."
PROPQUEST_REQUESTBOX_INC_000276,Dream of the Fighter,Traum der Kämpfer
PROPQUEST_REQUESTBOX_INC_000277,Fighter needs you to collect Golden Fists to make a golden glove. Will you help?,Kämpfer wollen Golden Fist um sich goldene Handschuhe zu machen. Nimmst du den Auftrag an?
PROPQUEST_REQUESTBOX_INC_000282,Fighter wants Golden Fists.,Kämpfer wollen Golden Fist um sich goldene Handschuhe zu machen.
PROPQUEST_REQUESTBOX_INC_000287,Marbles for the Son,Murmeln für Kinder
PROPQUEST_REQUESTBOX_INC_000288,Mayer needs orbin to make marbles for his son. Will you help?,Mayer braucht Orbrin um Murmeln für seinen Sohn zu machen. Nimmst du den Auftrag an?
PROPQUEST_REQUESTBOX_INC_000293,Mayer wants orbin.,Mayer braucht Orbrin um Murmeln für seinen Sohn zu machen.
PROPQUEST_REQUESTBOX_INC_000298,Strange Collector (2),Ein merkwürdiger Sammler - Teil 2
PROPQUEST_REQUESTBOX_INC_000299,Strange Collector needs you to collect $QUEST_END_ITEM_NAME$ for his collection. Will you help?,"Ein Seltsamer Sammler braucht dich, um $QUEST_END_ITEM_NAME$ für seine Sammlung zu sammeln. Wirst du helfen?"
PROPQUEST_REQUESTBOX_INC_000304,Strange Collector wants $QUEST_END_ITEM_NAME$.,Der Seltsame Sammler möchte $QUEST_END_ITEM_NAME$.
PROPQUEST_REQUESTBOX_INC_000309,Lens of Olien,Olliens Objektive
PROPQUEST_REQUESTBOX_INC_000310,Olien needs you to collect steam tears to make a new lens. Will you help?,Olien braucht Steamtear um neue Objektive zu machen. Nimmst du den Auftrag an?
PROPQUEST_REQUESTBOX_INC_000315,Olien wants steam tears.,Olien braucht Steamtears um neue Objektive zu machen.
PROPQUEST_REQUESTBOX_INC_000320,Red Muffler,Rotes Halstuch
PROPQUEST_REQUESTBOX_INC_000321,Soldier needs you to collect knightlers to make a new scarf. Will you help?,Soldaten benötigen Knightler um Halstücher zu machen. Nimmst du den Auftrag an?
PROPQUEST_REQUESTBOX_INC_000326,Soldier wants knightler.,Soldaten benötigen Knightler um Halstücher zu machen.
PROPQUEST_REQUESTBOX_INC_000331,Dwarpet Festival,Festival der Dwarpets 
PROPQUEST_REQUESTBOX_INC_000332,The Dwarpet needs you to collect wheeshoes for their festival. Will you help?,Dwarpets benötigen Wheeshoe um sie bei ihren Festival zu benutzen. Nimmst du den Auftrag an?
PROPQUEST_REQUESTBOX_INC_000337,The Dwarpet wants wheesoes.,Dwarpets benötigen Wheeshoe um sie bei ihren Festival zu benutzen.
PROPQUEST_REQUESTBOX_INC_000342,Crane Repair,Angehaltene Kräne.
PROPQUEST_REQUESTBOX_INC_000343,The Erons Industrial Manager needs Droil to repair their crane. Will you help?,Der Manager von Erons Industriegebiet braucht Droil als Treibstoff für seine Kräne. Nimmst du den Auftrag an?
PROPQUEST_REQUESTBOX_INC_000348,Erons want Droils.,Der Manager von Erons Industriegebiet braucht Droil als Treibstoff für seine Kräne.
PROPQUEST_REQUESTBOX_INC_000353,Urgently looking for a Bandage,Dringende Suche nach Bandagen.
PROPQUEST_REQUESTBOX_INC_000364,Portable Power,Tragbare Energie
PROPQUEST_REQUESTBOX_INC_000375,Strange Collector (3),Ein merkwürdiger Sammler - Teil 3
PROPQUEST_REQUESTBOX_INC_000386,Replacement Tires,Reproduzierbare Gummireifen-Kreation
PROPQUEST_REQUESTBOX_INC_000387,The Dwarpet needs you to collect Dumptires to replace his flat tires. Will you help?,Dwarpets bitten uns Dumptire zu sammeln welche an Holzreifen aufgezogen werden können um diese zu schützen. Willst du den Auftrag annehmen?
PROPQUEST_REQUESTBOX_INC_000392,The Dwarpet wants Dumptire.,Dwarpets bitten uns Dumptire zu sammeln welche an Holzreifen aufgezogen werden können um diese zu schützen.
PROPQUEST_REQUESTBOX_INC_000397,Strange Collector (4),Ein merkwürdiger Sammler - Teil 4
PROPQUEST_REQUESTBOX_INC_000398,Mysterious collector needs Garbageton for his collection. Will you help?,Mysteriöser Sammler braucht Garbageton für seine Sammlung. Wirst du helfen?
PROPQUEST_REQUESTBOX_INC_000408,Relics of a Husband,Relikte des Ehemannes 
PROPQUEST_REQUESTBOX_INC_000409,A widow has asked that you collect Eronior so that she can re-make the ring of her husband. Will you help?,"Eine Witwe verlor das Relikt ihres Ehemannes welches ein Juwel an ihren Ring war. Sie bat uns Eronior zu sammeln, welches das Material des Ring Juwels war. Willst du den Auftrag annehmen? "
PROPQUEST_REQUESTBOX_INC_000414,A widow wants some Eronior.,"Eine Witwe verlor das Relikt ihres Ehemannes welches ein Juwel an ihren Ring war. Sie bat uns Eronior zu sammeln, welches das Material des Ring Juwels war."
PROPQUEST_REQUESTBOX_INC_000419,Disguise of Remina,Tarnung von Remine
PROPQUEST_REQUESTBOX_INC_000420,Remina needs you to collect repygle to make a pair of disguising sunglasses. Will you help?,"Remine bittet uns, für sie Repygle zu sammeln. Mit diesen kann sie ihre Sonnenbrille verkleiden. Willst du den Auftrag annehmen?"
PROPQUEST_REQUESTBOX_INC_000425,Remina wants $QUEST_END_ITEM_NAME$.,Remina möchte $QUEST_END_ITEM_NAME$.
PROPQUEST_REQUESTBOX_INC_000430,Beautiful Keil Wallpaper,Wunderschöne Tapete
PROPQUEST_REQUESTBOX_INC_000431,Haven needs you to collect Sycale to re-model the Magic Shop. Will you help?,Heaven hat uns gebeten ihr Sycale zu sammeln welches sie für Tapeten braucht mit denen sie ihren Magieladen verschönern möchte. Willst du den Auftrag annehmen?
PROPQUEST_REQUESTBOX_INC_000436,Heaven wants Sycale.,Heaven hat uns gebeten ihr Sycale zu sammeln welches sie für Tapeten braucht mit denen sie ihren Magieladen verschönern möchte.
PROPQUEST_REQUESTBOX_INC_000441,Strange Collector (5),Ein merkwürdiger Sammler - Teil 5
PROPQUEST_REQUESTBOX_INC_000442,Strange Collector needs $QUEST_END_ITEM_NAME$ for his collection. Will you help?,Der Seltsame Sammler braucht $QUEST_END_ITEM_NAME$ für seine Sammlung. Wirst du helfen?
PROPQUEST_REQUESTBOX_INC_000447,Strange collector want Mong Tear,Der seltsame Sammler möchte eine neue Sammlung. Dieses mal bittet er uns Mongtear für ihn zu sammeln.
PROPQUEST_REQUESTBOX_INC_000452,Anesthetic Needs,Anästhetikum wird gebraucht
PROPQUEST_REQUESTBOX_INC_000463,New Kind of Firework,Neues Feuerwerk
PROPQUEST_REQUESTBOX_INC_000464,The Fireworks Producer needs Bomb Timers to make a new kind of firework. Will you help?,"Der Feuerwerkshersteller bat uns, Bomb Timer für ihn zu sammeln. Es dient als Material für sein neues Feuerwerk. Willst du den Auftrag annehmen?"
PROPQUEST_REQUESTBOX_INC_000465,You get bombtimers from any type of Carrierbomb.,Du kannst sie von allen Carrierbombs sammeln. 
PROPQUEST_REQUESTBOX_INC_000469,The Firework Producer wants Bomb Timers.,Feuerwerk Hersteller bat uns Bombtimer für ihn zu sammeln als Material für sein neues Feuerwerk.
PROPQUEST_REQUESTBOX_INC_000474,Snack for the Children,Kindersnack
PROPQUEST_REQUESTBOX_INC_000475,Bolpor needs Prewing to make some snacks for the children. Will you help?,"Bolpor braucht Prewing, um ein paar Snacks für die Kinder zu machen. Wirst du helfen?"
PROPQUEST_REQUESTBOX_INC_000480,Bolpor wants Prewing.,Bolpor benötigt Prewings.
PROPQUEST_REQUESTBOX_INC_000485,Mushroom Farm of Chitller,Pilzfarm von Andrew 
PROPQUEST_REQUESTBOX_INC_000486,Chitller needs you to collect Poiespore for his mushroom farm will you help?,"Andrew bittet uns Poiespore zu sammeln, welche er für seine Pilzfarm braucht. Willst du den Auftrag annehmen?"
PROPQUEST_REQUESTBOX_INC_000491,Chitller wants Poiespore.,"Andrew bittet uns Poiespore zu sammeln, welche er für seine Pilzfarm braucht."
PROPQUEST_REQUESTBOX_INC_000496,New Yo-Yo,Neues Yoyo
PROPQUEST_REQUESTBOX_INC_000497,An Acrobat master needs you to gather Renyken to make a new Yo-Yo. Will you help?,"Der Acrobat Meister benötigen Renyken, um neue Waffen zu machen. Willst du den Auftrag annehmen?"
PROPQUEST_REQUESTBOX_INC_000502,An Acrobat master wants Renyken.,Acrobat Meister benötigen Renyken um neue Waffen zu machen.
PROPQUEST_REQUESTBOX_INC_000507,Disguise of a Native,Verkleidung der Eingeborenen 
PROPQUEST_REQUESTBOX_INC_000508,Darkon natives need you to collect Tangkask. Will you help?,Darkons Eingeborene bitten uns Tangkask zu sammeln. damit sie vor den gefährlichen Watangka fliehen können. Willst du den Auftrag annehmen?
PROPQUEST_REQUESTBOX_INC_000513,Darkon natives want Tankask.,Darkons Eingeborene bitten uns Tangkask zu sammeln. damit sie vor den gefährlichen Watangka fliehen können.
PROPQUEST_REQUESTBOX_INC_000518,Woodworking Material,Holzverarbeitungsmaterial Fluktuierung
PROPQUEST_REQUESTBOX_INC_000529,The Best Shield,Das beste Schild
PROPQUEST_REQUESTBOX_INC_000530,Remina needs Luchest to make the strongest shield in the world. Will you help?,"Remine bittet uns, Luchest zu sammeln. Sie kann damit den stärksten Schild der Welt machen. Willst du den Auftrag annehmen?"
PROPQUEST_REQUESTBOX_INC_000540,Beauty Contest Award,Schönheitswettbewerb Preis
PROPQUEST_REQUESTBOX_INC_000541,The Madrigal Beauty Contest needs Eronsimint for making an award. Will you help?,Der Madrigal-Schönheitswettbewerb benötigt Eronsimint für die Erstellung eines Preises. Wirst du helfen?
PROPQUEST_REQUESTBOX_INC_000546,The Madrigal Beauty Contest sponsor wants Eronsimint.,Madrigal Schönheitswettbewerb Sponsoren bitten uns Eronsimint zu sammeln um daraus einen Toros als Preis zu machen.
PROPQUEST_REQUESTBOX_INC_000551,Lucky Tool,Werkzeug von Lucky 
PROPQUEST_REQUESTBOX_INC_000552,Lucky needs Hammamer to make a lucky hammer. Will you help?,Lucky bittet uns Hammamer zu sammeln welches er als Material für sein neues Werkzeug benötigt. Willst du den Auftrag annehmen?
PROPQUEST_REQUESTBOX_INC_000557,Lucky wants Hammamer.,Lucky bittet uns Hammamer zu sammeln welches er als Material für sein neues Werkzeug benötigt.
PROPQUEST_REQUESTBOX_INC_000562,Strange Collector (6),Ein merkwürdiger Sammler - Teil 6
PROPQUEST_REQUESTBOX_INC_000573,Request of Lurif,Lurifs Bitte
PROPQUEST_REQUESTBOX_INC_000574,Could you do me a favor? I need Phanbubble. Can you help me please?,Könntest du mir einen Gefallen tun? Ich brauche. Würdest du meiner Bitte nachkommen??
PROPQUEST_REQUESTBOX_INC_000579,Lurif needs many Phanbubbles.,Lurif Bittet dich Phanbubble zu sammeln. Die Anzahl der Phanbubble die sie benötigt ist sehr hoch.
PROPQUEST_REQUESTBOX_INC_000815,Mysterious Magic Material,Mysteriöses magisches Material
PROPQUEST_REQUESTBOX_INC_000816,Magician Master requested you to collect Merahook which is a magic material. Will you accept this request?,"Der Meister der Magie hat dich gebeten, Merahook zu sammeln, ein magisches Material. Wirst du diese Bitte annehmen?"
PROPQUEST_REQUESTBOX_INC_000817,You can collect them from the group of Chimeradon in the Deadwallderness.,Du kannst sie bei der Gruppe der Chimeradon in den toten Wüste sammeln.
PROPQUEST_REQUESTBOX_INC_000826,Avenge Nerky,Rache für Nerky
PROPQUEST_REQUESTBOX_INC_000827,Krinton's pet Bearnerky got killed by the other Bearnerky. Krinton requested you to collect NerkyMane for revenge. Will you accept this request?,"Krintons Haustier Bearnerky wurde von dem anderen Bearnerky getötet. Krinton hat dich gebeten, NerkyMane zu sammeln, um sich zu rächen. Wirst du diese Bitte annehmen?"
PROPQUEST_REQUESTBOX_INC_000828,You can collect them from the group of Bearnerky in the Deadwallderness.,Du kannst sie bei der Gruppe von Bearnerky in der toten Wüste abholen.
PROPQUEST_REQUESTBOX_INC_000837,Bolpor's favor,Bolpors Gunst
PROPQUEST_REQUESTBOX_INC_000838,Bolpor requested you to collect Rincruet for making some special food. Will you accept this request?,"Bolpor hat dich gebeten, Rincruet für die Zubereitung eines besonderen Essens zu sammeln. Wirst du dieser Bitte nachkommen?"
PROPQUEST_REQUESTBOX_INC_000839,You can collect them from the group of Muffrin in the Deadwallderness.,Du kannst sie bei der Gruppe der Muffrin in der toten Wüste sammeln.
PROPQUEST_REQUESTBOX_INC_000848,Toy Materials,Spielzeugmaterialien
PROPQUEST_REQUESTBOX_INC_000849,A toy merchant requested you to collect Popshift for making fancy toys. Will you accept this request?,"Ein Spielzeughändler bittet dich, Popshift für die Herstellung ausgefallener Spielzeuge zu sammeln. Wirst du diese Bitte annehmen?"
PROPQUEST_REQUESTBOX_INC_000850,You can collect them from the group of Popcrank in the Deadwallderness.,Du kannst sie bei der Gruppe von Popcrank in der toten Wüste sammeln.
PROPQUEST_REQUESTBOX_INC_000859,Evil Eyed Red Dragon,Boshafter roter Drache
PROPQUEST_REQUESTBOX_INC_000860,Can you please go find Dragon Tooth of the Meteonyker Dragon for me? The Arena Manager Lay requested 5 of them.,Kannst du bitte den Drachenzahn des Meteonyker-Drachen für mich suchen? Der Arenaleiter Lay hat 5 davon angefordert.
PROPQUEST_REQUESTBOX_INC_000861,"You can collect them from Meteonyker. I heard it's in Dekane Dungeon. Be careful, the Meteonyker is very strong! It's  best if you go with a party!","Du kannst sie von Meteonyker sammeln. Ich habe gehört, dass er sich im Dekane Dungeon befindet. Sei vorsichtig, der Meteonyker ist sehr stark! Es ist am besten, wenn du mit einer Gruppe gehst!"
PROPQUEST_REQUESTBOX_INC_010000,Moth Infestation,Mottenbefall
PROPQUEST_REQUESTBOX_INC_010001,Tina asked for help with reducing the Mothbee population as they're causing problems with transport. Could you kill 15 of them?,"Tina bittet um Hilfe bei der Reduzierung der Mothbee-Population, da diese Probleme beim Transport verursacht. Könnten Sie 15 von ihnen töten?"
PROPQUEST_REQUESTBOX_INC_010002,You can find Mothbee flying inbetween Northern Saint City & Flaris.,Mothbee fliegen Sie zwischen Nord-Saint-City und Flaris umher.
PROPQUEST_REQUESTBOX_INC_010003,You don't want to help? That's okay. We'll find somebody else.,Du willst nicht helfen? Das ist okay. Wir finden jemand anderen.
